symbol,name,price,marketCap,volume,industry
CRSR,Corsair Gaming Inc. Common Stock,6.13,653840126.0,831394,Technology
IIIV,i3 Verticals Inc. Class A Common Stock,21.43,653097487.0,304010,Technology
DSP,Viant Technology Inc. Class A Common Stock,10.17,644299756.0,168283,Technology
EVGO,EVgo Inc. Class A Common Stock,2.05,642838996.0,3543028,Technology
AMBQ,Ambiq Micro Inc. Common Stock,30.0,637880730.0,234706,Technology
KE,Kimball Electronics Inc. Common Stock,26.24,635378876.0,92469,Technology
SSTK,Shutterstock Inc. Common Stock,17.61,625978356.0,393551,Technology
SABR,Sabre Corporation Common Stock,1.57,620421833.0,4716700,Technology
TASK,TaskUs Inc. Class A Common Stock,6.78,614005289.0,503150,Technology
HSTM,HealthStream Inc. Common Stock,20.34,598435995.0,189836,Technology
ERII,Energy Recovery Inc. Common Stock,11.29,596435639.0,548409,Technology
CEVA,CEVA Inc. Common Stock,21.47,595881300.0,304343,Technology
CARS,Cars.com Inc. Common Stock ,10.11,592817674.0,1045970,Technology
BAND,Bandwidth Inc. Class A Common Stock,17.95,563395250.0,310062,Technology
EVER,EverQuote Inc. Class A Common Stock,15.88,561727655.0,412473,Technology
SHAZ,SharonAI Holdings Inc. Class A Common Stock,34.52,560123729.0,324170,Technology
NXDR,Nextdoor Holdings Inc. Class A Common Stock,1.44,558324579.0,2598240,Technology
SWMR,Swarmer Inc Common Stock,42.32,522591863.0,937121,Technology
RDVT,Red Violet Inc. Common Stock ,36.9,520655827.0,96036,Technology
KOPN,Kopin Corporation Common Stock,2.72,502535311.0,3477968,Technology
GLOO,Gloo Holdings Inc. Class A Common Stock,6.16,498085576.0,789003,Technology
PD,PagerDuty Inc. Common Stock,5.82,494580585.0,6784286,Technology
VREX,Varex Imaging Corporation Common Stock,11.74,491906000.0,296408,Technology
BMBL,Bumble Inc. Class A Common Stock,3.77,489405328.0,2327812,Technology
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,5.56,474566967.0,1151912,Technology
CCSI,Consensus Cloud Solutions Inc. Common Stock,24.65,465119248.0,105459,Technology
RBBN,Ribbon Communications Inc. Common Stock,2.48,435499220.0,1457829,Technology
ISSC,Innovative Solutions and Support Inc. Common Stock,24.48,435213837.0,289405,Technology
YEXT,Yext Inc. Common Stock,3.5,431707948.0,1834080,Technology
RUMBW,Rumble Inc. Warrant,0.99,430878300.0,21337,Technology
DVLT,Datavault AI Inc. Common Stock,0.6914,424732736.0,26538556,Technology
CLMB,Climb Global Solutions Inc. Common Stock,22.82,420407566.0,132289,Technology
OPTX,Syntec Optics Holdings Inc. Class A Common Stock,11.28,417294170.0,2354902,Technology
PUBM,PubMatic Inc. Class A Common Stock,8.79,416693677.0,395871,Technology
OSPN,OneSpan Inc. Common Stock,10.93,409513731.0,317649,Technology
WEAV,Weave Communications Inc. Common Stock,5.02,394816027.0,1413014,Technology
OOMA,Ooma Inc. Common Stock,14.27,392425000.0,232917,Technology
CERS,Cerus Corporation Common Stock,2.01,386265270.0,1101846,Technology
AUROW,Aurora Innovation Inc. Warrant,0.193,378312521.0,100075,Technology
NVEC,NVE Corporation Common Stock,76.64,370720402.0,53805,Technology
